run,readout.rate,throughput,icr_ch3,ocr_ch3,throughput_ch3,rejections_ch3,live_frac_ch3,icr_ch5,ocr_ch5,throughput_ch5,rejections_ch5,live_frac_ch5
339,4.831,,59.5375,59.5375,62.9994,0.0,1.0,51.4739,51.4739,51.2595,0.0,1.0
340,6.174,,48.7254,48.7254,47.2034,0.0,1.0,54.5676,54.5676,54.6545,0.0,1.0
341,7.221,,54.6776,54.6776,69.987,0.0,1.0,51.0893,51.0893,51.8631,0.0,1.0
342,6.274,,42.4723,42.4723,48.0896,0.0,1.0,48.8504,48.8504,48.3537,0.0,1.0
343,6.917,,60.5115,60.5115,59.7737,0.0,1.0,51.6595,51.6595,51.3263,0.0,1.0
344,7.286,,69.9426,69.9426,71.3932,0.0,1.0,50.8081,50.8081,50.4056,0.0,1.0
345,11.976,,121.784,121.784,129.556,0.0,1.0,98.4191,98.4191,98.3524,0.0,1.0
346,8.687,,72.2076,72.2076,73.6021,0.0,1.0,80.8467,80.8467,80.6068,0.0,1.0
347,9.658,,128.972,128.972,124.754,0.0,1.0,81.0247,81.0247,80.6925,0.0,1.0
348,10.685,,126.68,126.68,153.811,0.0,1.0,85.5306,85.5306,85.8503,0.0,1.0
349,9.359,,124.486,124.486,132.478,0.0,1.0,77.3284,77.3284,76.8056,0.0,1.0
350,8.915,,124.534,124.534,118.481,0.0,1.0,74.9064,74.9064,74.7869,0.0,1.0
351,9.395,,117.276,117.276,116.915,0.0,1.0,75.9313,75.9313,76.6252,0.0,1.0
352,10.194,,113.877,113.877,100.45,0.0,1.0,81.848,81.848,78.2767,0.0,1.0
353,4.496,,34.4667,34.4667,31.5744,0.0,1.0,58.9586,58.9586,55.1567,0.0,1.0
354,7.604,,53.6861,53.6861,43.1311,0.0,1.0,76.5386,76.5386,76.9607,0.0,1.0
355,7.097,,33.4776,33.4776,33.4776,0.0,1.0,73.9779,73.9779,73.9779,0.0,1.0
356,7.132,,46.7264,46.7264,44.0719,0.0,1.0,84.6511,84.6511,84.0856,0.0,1.0
357,7.069,,63.8921,63.8921,59.2792,0.0,1.0,82.0929,82.0929,83.118,0.0,1.0
358,7.58,,55.5287,55.5287,56.0621,0.0,1.0,78.0743,78.0743,77.0834,0.0,1.0
359,7.764,,56.9652,56.9652,45.6497,0.0,1.0,80.0937,80.0937,81.2315,0.0,1.0
360,5.782,,29.4274,29.4274,34.5618,0.0,1.0,64.0758,64.0758,63.1781,0.0,1.0
361,6.681,,56.9293,56.9293,50.172,0.0,1.0,76.5682,76.5682,75.9419,0.0,1.0
362,7.293,,51.4523,51.4523,46.8859,0.0,1.0,84.9221,84.9221,84.8399,0.0,1.0
363,6.244,,32.6714,32.6714,34.8152,0.0,1.0,83.9724,83.9724,83.1252,0.0,1.0
364,7.844,,49.3395,49.3395,51.5641,0.0,1.0,97.014,97.014,95.9558,0.0,1.0
365,7.38,,95.1154,95.1154,95.6177,0.0,1.0,87.6829,87.6829,86.9315,0.0,1.0
366,7.273,,98.2312,98.2312,83.7317,0.0,1.0,84.5393,84.5393,86.4608,0.0,1.0
367,6.138,,71.7759,71.7759,74.6373,0.0,1.0,68.808,68.808,67.1689,0.0,1.0
368,5.71,,55.8487,55.8487,60.4012,0.0,1.0,63.344,63.344,64.6942,0.0,1.0
369,8.112,,81.8138,81.8138,90.9127,0.0,1.0,76.2788,76.2788,76.3031,0.0,1.0
370,7.936,,80.6548,80.6548,89.8897,0.0,1.0,73.5812,73.5812,74.0085,0.0,1.0
371,8.068,,74.1871,74.1871,97.421,0.0,1.0,70.5112,70.5112,72.5614,0.0,1.0
372,5.878,,59.2669,59.2669,68.6965,0.0,1.0,52.1135,52.1135,51.2609,0.0,1.0
373,6.612,,57.4983,57.4983,66.3148,0.0,1.0,65.1428,65.1428,65.7173,0.0,1.0
374,7.273,,72.8169,72.8169,67.2722,0.0,1.0,73.7756,73.7756,72.9886,0.0,1.0
375,6.565,,59.5703,59.5703,52.3198,0.0,1.0,61.4187,61.4187,61.8354,0.0,1.0
376,7.037,,77.9534,77.9534,97.1585,0.0,1.0,65.1558,65.1558,66.8056,0.0,1.0
377,7.964,,106.138,106.138,97.2398,0.0,1.0,80.5093,80.5093,77.6372,0.0,1.0
378,10.677,,94.7149,94.7149,104.35,0.0,1.0,89.0947,89.0947,90.7297,0.0,1.0
379,11.497,,136.703,136.703,132.322,0.0,1.0,88.7362,88.7362,90.4431,0.0,1.0
380,11.836,,93.3914,93.3914,100.276,0.0,1.0,83.9597,83.9597,85.1189,0.0,1.0
381,9.91,,81.0532,81.0532,91.307,0.0,1.0,75.4715,75.4715,75.6085,0.0,1.0
382,11.108,,110.55,110.55,110.55,0.0,1.0,93.2611,93.2611,93.2765,0.0,1.0
383,8.703,,96.9693,96.9693,97.0428,0.0,1.0,86.4661,86.4661,86.4245,0.0,1.0
384,8.824,,93.143,93.143,92.1495,0.0,1.0,65.5128,65.5128,65.8571,0.0,1.0
385,10.576,,89.9161,89.9161,85.3494,0.0,1.0,80.3906,80.3906,80.4845,0.0,1.0
386,9.662,,96.5973,96.5973,92.3505,0.0,1.0,73.5687,73.5687,74.1196,0.0,1.0
387,9.299,,84.072,84.072,81.3998,0.0,1.0,74.5831,74.5831,74.6074,0.0,1.0
388,11.493,,99.5042,99.5042,96.2202,0.0,1.0,83.0372,83.0372,82.7789,0.0,1.0
389,9.475,,101.472,101.472,83.8023,0.0,1.0,79.3854,79.3854,79.7121,0.0,1.0
390,8.196,,104.517,104.517,89.9844,0.0,1.0,65.792,65.792,65.2481,0.0,1.0
391,8.515,,132.75,132.75,117.322,0.0,1.0,70.3686,70.3686,69.9074,0.0,1.0
392,9.439,,117.291,117.291,116.424,0.0,1.0,74.3991,74.3991,73.5083,0.0,1.0
393,475.524,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
394,21.303,,89.5968,89.5968,90.2366,0.0,1.0,0.0,0.0,0.0,0.0,
395,18.629,,84.0859,84.0859,84.9807,0.0,1.0,0.0,0.0,0.0,0.0,
396,22.573,,79.0802,79.0802,73.3002,0.0,1.0,0.0,0.0,0.0,0.0,
397,19.636,,82.2537,82.2537,74.2526,0.0,1.0,0.0,0.0,0.0,0.0,
398,19.313,,99.8387,99.8387,96.6513,0.0,1.0,0.0,0.0,0.0,0.0,
399,16.903,,91.0325,91.0325,102.747,0.0,1.0,0.0,0.0,0.0,0.0,
400,4.204,,26.0129,26.0129,22.7143,0.0,1.0,79.5527,79.5527,78.837,0.0,1.0
401,4.172,,17.2265,17.2265,13.507,0.0,1.0,70.0284,70.0284,68.608,0.0,1.0
402,4.14,,20.1303,20.1303,21.8581,0.0,1.0,74.6283,74.6283,73.2498,0.0,1.0
403,4.476,,26.1597,26.1597,25.4709,0.0,1.0,82.678,82.678,82.5765,0.0,1.0
404,4.523,,0.0,0.0,0.0,0.0,,74.4446,74.4446,75.5368,0.0,1.0
405,470.142,,0.0,0.0,0.0,0.0,,69.5991,69.5991,69.0413,0.0,1.0
406,4.06,,13.5945,13.5945,19.3156,0.0,1.0,68.2542,68.2542,68.5679,0.0,1.0
407,4.867,,28.5431,28.5431,34.7653,0.0,1.0,68.3949,68.3949,67.9553,0.0,1.0
408,5.12,,47.3826,47.3826,48.1082,0.0,1.0,81.8478,81.8478,81.3043,0.0,1.0
409,4.276,,31.9589,31.9589,29.095,0.0,1.0,72.3475,72.3475,72.6711,0.0,1.0
410,4.599,,34.4969,34.4969,32.9793,0.0,1.0,77.3601,77.3601,79.0638,0.0,1.0
411,5.187,,38.3209,38.3209,33.5374,0.0,1.0,81.499,81.499,80.922,0.0,1.0
412,4.847,,33.6802,33.6802,41.0069,0.0,1.0,82.0204,82.0204,82.6039,0.0,1.0
413,4.655,,29.2859,28.276,26.1391,0.0,0.9655158284362099,73.8957,73.8957,74.2643,0.0,1.0
414,4.336,,50.9411,50.9411,53.4726,0.0,1.0,69.6707,69.6707,70.8851,0.0,1.0
415,843.157,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
416,5.092,,46.6712,46.6712,49.3043,0.0,1.0,76.9855,76.9855,76.8559,0.0,1.0
417,5.243,,38.7466,38.7466,44.433,0.0,1.0,84.1023,84.1023,82.5799,0.0,1.0
418,4.967,,27.5609,27.5609,24.0884,0.0,1.0,73.0812,73.0812,73.3208,0.0,1.0
419,4.595,,60.2237,60.2237,54.7995,0.0,1.0,78.1334,78.1334,78.6327,0.0,1.0
420,6.082,,79.6393,79.6393,76.159,0.0,1.0,72.6173,72.6173,70.7146,0.0,1.0
421,8.068,,101.961,101.961,109.048,0.0,1.0,76.8457,76.8457,77.4294,0.0,1.0
422,6.088,,66.56,66.56,65.8264,0.0,1.0,72.6117,72.6117,73.2766,0.0,1.0
423,6.044,,72.0996,72.0996,73.8394,0.0,1.0,75.0399,75.0399,74.7236,0.0,1.0
424,6.23,,61.9811,61.9811,65.2317,0.0,1.0,60.8164,60.8164,60.4972,0.0,1.0
425,6.31,,83.6726,83.6726,83.1984,0.0,1.0,70.0566,70.0566,70.1674,0.0,1.0
426,9.774,,68.6286,68.6286,73.0151,0.0,1.0,64.41,64.41,64.5584,0.0,1.0
427,10.244,,72.5993,72.5993,67.1047,0.0,1.0,0.0,0.0,0.0,0.0,
428,11.652,,49.7272,49.7272,45.9063,0.0,1.0,0.0,0.0,0.0,0.0,
429,12.184,,70.8274,70.8274,53.7475,0.0,1.0,0.0,0.0,0.0,0.0,
430,12.616,,54.4707,54.4707,55.4,0.0,1.0,0.0,0.0,0.0,0.0,
431,11.8,,55.3752,55.3752,61.1135,0.0,1.0,0.0,0.0,0.0,0.0,
432,11.137,,72.21,72.21,74.7557,0.0,1.0,0.0,0.0,0.0,0.0,
433,13.737,,73.3265,73.3265,80.3687,0.0,1.0,0.0,0.0,0.0,0.0,
434,18.262,,98.8008,98.8008,107.759,0.0,1.0,0.0,0.0,0.0,0.0,
435,575.425,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
436,18.05,,100.167,100.167,91.4173,0.0,1.0,0.0,0.0,0.0,0.0,
437,17.063,,85.3616,85.3616,104.301,0.0,1.0,0.0,0.0,0.0,0.0,
438,15.321,,74.4448,74.4448,76.855,0.0,1.0,0.0,0.0,0.0,0.0,
439,16.895,,79.262,79.262,80.5815,0.0,1.0,0.0,0.0,0.0,0.0,
440,20.42,,130.247,130.247,107.975,0.0,1.0,0.0,0.0,0.0,0.0,
441,8.799,,93.2138,93.2138,107.052,0.0,1.0,59.9331,59.9331,60.6806,0.0,1.0
442,9.688,,93.1987,93.1987,94.9983,0.0,1.0,62.5709,62.5709,62.8905,0.0,1.0
443,14.354,,193.694,193.694,194.837,0.0,1.0,107.559,107.559,110.434,0.0,1.0
444,9.015,,92.3366,92.3366,98.8622,0.0,1.0,56.1142,56.1142,56.7897,0.0,1.0
445,9.978,,115.577,115.577,126.618,0.0,1.0,75.7742,75.7742,75.1418,0.0,1.0
446,10.969,,103.156,103.156,111.694,0.0,1.0,68.6346,68.6346,70.6939,0.0,1.0
447,9.359,,117.648,117.648,114.225,0.0,1.0,67.6678,67.6678,67.1123,0.0,1.0
448,6.633,,71.4655,71.4655,79.0264,0.0,1.0,107.42,107.42,106.498,0.0,1.0
449,10.19,,139.982,139.982,136.503,0.0,1.0,71.228,71.228,70.7938,0.0,1.0
450,9.56,,122.736,122.736,115.336,0.0,1.0,67.3658,67.3658,67.5583,0.0,1.0
451,10.338,,146.132,146.132,145.989,0.0,1.0,86.973,86.973,87.7909,0.0,1.0
452,11.448,,159.368,159.368,147.395,0.0,1.0,101.445,101.445,101.117,0.0,1.0
453,12.312,,174.478,174.478,179.803,0.0,1.0,102.545,102.545,102.35,0.0,1.0
454,11.085,,134.139,134.139,137.685,0.0,1.0,89.5026,89.5026,88.5832,0.0,1.0
455,11.001,,172.799,172.799,172.069,0.0,1.0,101.736,101.736,101.824,0.0,1.0
456,9.902,,157.023,157.023,156.533,0.0,1.0,97.9459,97.9459,97.7766,0.0,1.0
457,9.451,,106.559,106.559,114.475,0.0,1.0,70.4236,70.4236,71.8486,0.0,1.0
458,8.939,,104.616,104.616,103.14,0.0,1.0,63.9778,63.9778,63.9701,0.0,1.0
459,7.936,,114.092,114.092,107.678,0.0,1.0,60.6054,60.6054,59.6446,0.0,1.0
460,9.331,,102.454,102.454,90.015,0.0,1.0,64.9857,64.9857,65.1388,0.0,1.0
461,9.075,,110.233,110.233,107.836,0.0,1.0,60.5515,60.5515,60.2735,0.0,1.0
462,10.23,,107.978,107.978,130.823,0.0,1.0,63.311,63.311,64.9006,0.0,1.0
463,10.286,,129.955,129.955,120.729,0.0,1.0,72.5523,72.5523,71.0798,0.0,1.0
464,9.425,,103.476,103.476,108.757,0.0,1.0,64.7047,64.7047,65.407,0.0,1.0
